floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,wallsMaterial
40,53.0,152.0,25.0,55.723237,37.527903,69990000,2
47,53.0,160.0,25.0,55.723237,37.527903,141295439,2
17,34.0,168.0,35.0,55.756786,37.418362,41000000,5
8,20.0,156.0,16.0,55.747323,37.396371,43900000,5
23,35.0,157.0,14.0,55.652903,37.473033,65000000,5
34,37.0,169.2,25.0,55.652999,37.47174,85000000,2
5,16.0,160.0,25.0,55.711661,37.498564,55000000,2
7,16.0,163.0,18.0,55.712766,37.528064,58000000,2
3,31.0,150.0,14.0,55.652659,37.475513,62990000,5
21,23.0,150.0,15.0,55.715479,37.479034000000006,69000000,2
15,32.0,160.0,30.0,55.723237,37.527903,75000000,5
2,15.0,156.0,15.0,55.67994,37.494916,35500000,2
8,23.0,156.0,15.0,55.715525,37.477103,37000000,2
11,23.0,158.0,20.0,55.732124,37.427722,44700000,2
16,29.0,150.0,28.0,55.667731,37.512119,45000000,2
4,21.0,151.0,22.0,55.70409300000001,37.493156,47000000,2
5,33.0,152.0,20.0,55.723237,37.527903,48200000,5
5,18.0,166.0,19.0,55.742042000000005,37.552498,52000000,2
13,16.0,169.8,50.0,55.711661,37.498564,53000000,2
8,13.0,154.0,25.0,55.670884,37.515218,53753699,2
5,19.0,160.0,20.0,55.711661,37.498564,53600000,2
20,23.0,159.0,18.0,55.714688,37.475845,54000000,2
10,22.0,160.0,16.9,55.679428,37.497773,54700000,5
16,21.0,151.0,21.0,55.703971,37.490587,54900000,2
17,23.0,150.0,15.0,55.720986,37.46564,58000000,5
12,53.0,150.0,20.0,55.723237,37.527903,59000000,5
17,25.0,150.0,15.0,55.720986,37.46564,59700000,2
7,16.0,163.7,10.0,55.712766,37.528064,59750000,2
17,23.0,150.0,15.0,55.720986,37.46564,59690000,5
17,22.0,150.0,11.0,55.721027,37.463898,60000000,2
6,17.0,160.0,25.0,55.696534,37.499408,60000000,1
12,31.0,158.3,15.0,55.719313,37.478019,95000000,5
7,12.0,165.0,25.0,55.747672,37.560655,95000000,2
3,17.0,155.0,18.0,55.715601,37.526268,98292479,2
7,17.0,155.0,20.0,55.714039,37.524624,98000000,2
7,15.0,161.8,20.0,55.703611,37.516467,107000000,5
10,19.0,157.0,18.4,55.693591000000005,37.532439,125000000,5
47,52.0,162.0,20.0,55.723237,37.527903,144367079,2
47,53.0,162.4,25.0,55.723237,37.527903,145400000,5
15,17.0,165.0,17.0,55.72455,37.527956,89000000,5
15,19.0,160.0,20.0,55.696534,37.499408,42000000,5
5,22.0,150.0,20.0,55.655163,37.47315,43800000,2
6,16.0,153.0,27.0,55.742433,37.429869,27500000,3
16,17.0,150.0,10.0,55.723263,37.412128,32000000,5
7,21.0,154.0,18.0,55.755459,37.509334,32900000,5
10,23.0,156.8,16.3,55.715525,37.477103,33000000,4
8,24.0,152.0,17.0,55.715479,37.479034000000006,35000000,2
13,18.0,160.0,13.0,55.69765,37.506927000000005,35800000,3
6,26.0,153.1,10.6,55.743512,37.422099,38000000,5
17,35.0,162.0,16.0,55.756786,37.418362,42000000,5
9,12.0,164.0,35.0,55.686264,37.486634,45000000,3
17,19.0,151.0,16.0,55.736478000000005,37.422368,45000000,5
5,26.0,159.9,34.6,55.743512,37.422099,46500000,5
3,22.0,155.8,15.0,55.655163,37.47315,48000000,5
17,20.0,150.9,16.0,55.747323,37.396371,49990000,5
31,35.0,162.0,15.7,55.756786,37.418362,49900000,5
1,5.0,150.0,40.0,55.718872,37.499893,52000000,5
3,14.0,153.0,20.0,55.652197,37.473042,53000000,5
5,14.0,153.0,30.0,55.652197,37.473042,53000000,5
2,22.0,169.9,18.0,55.712127,37.499390000000005,52900000,1
3,12.0,152.6,20.0,55.652197,37.473042,53000000,5
12,25.0,159.0,18.0,55.715383,37.50734,58999990,5
5,19.0,150.0,20.0,55.693591000000005,37.532439,59000000,5
6,13.0,151.0,18.0,55.669711,37.513431,59900000,5
10,14.0,160.0,30.0,55.652197,37.473042,61500000,5
9,19.0,151.0,19.0,55.692008,37.530939,62900000,5
12,17.0,150.0,10.0,55.702906000000006,37.511508,63500000,5
5,10.0,150.0,27.0,55.74878199999999,37.422988,65000000,5
15,35.0,156.0,22.0,55.723237,37.527903,70647719,5
12,31.0,158.3,15.0,55.719313,37.478019,95000000,5
47,52.0,162.0,20.0,55.723237,37.527903,135152159,5
5,17.0,160.1,22.5,55.714039,37.524624,69950000,5
15,19.0,168.6,6.7,55.745797,37.513107,60000000,5
5,18.0,154.2,12.3,55.710575,37.477291,27700000,3
10,16.0,164.0,16.0,55.735657,37.432537,28750000,2
8,17.0,155.0,12.6,55.696534,37.507124,36000000,3
12,19.0,156.6,18.1,55.693591000000005,37.532439,71000000,5
6,14.0,150.0,11.9,55.742787,37.403621,23500000,3
14,14.0,150.0,11.8,55.742787,37.403621,28300000,3
20,24.0,161.0,25.0,55.682351,37.461337,33000000,5
4,18.0,160.0,13.0,55.696534,37.507124,34500000,3
11,19.0,150.0,20.0,55.696534,37.499408,36000000,5
8,18.0,156.0,13.0,55.696534,37.507124,35999000,3
14,22.0,167.0,25.0,55.722553000000005,37.411616,36990000,5
14,23.0,167.8,17.9,55.715525,37.477103,37500000,5
3,8.0,160.0,12.0,55.735393,37.522117,38000000,1
7,19.0,153.0,11.2,55.743512,37.422099,38000000,5
4,13.0,169.0,46.0,55.665264,37.471866,39000000,5
4,16.0,168.5,19.6,55.665264,37.471866,39746800,2
13,16.0,168.1,19.8,55.665264,37.471866,39656680,2
10,24.0,168.0,20.0,55.665264,37.471866,39900000,2
23,23.0,156.0,20.0,55.715525,37.477103,40000000,2
17,34.0,168.0,20.0,55.756786,37.418362,41000000,5
17,35.0,168.0,16.1,55.756786,37.418362,41000000,5
15,20.0,156.0,15.0,55.696534,37.499408,41000000,2
15,19.0,160.0,20.0,55.696534,37.499408,42000000,2
7,9.0,155.1,19.0,55.710484,37.470743,41900000,1
3,31.0,150.0,24.0,55.741738,37.416691,43000000,5
4,23.0,150.0,40.0,55.732124,37.427722,43700000,5
6,23.0,158.0,17.0,55.732124,37.427722,44000000,2
12,17.0,153.0,17.0,55.741754,37.402641,44950000,3
11,23.0,158.0,20.0,55.732124,37.427722,45000000,2
4,20.0,155.0,14.0,55.675047,37.477777,45000000,2
4,23.0,150.0,38.0,55.732124,37.427722,45000000,2
4,22.0,165.6,23.0,55.679722,37.496183,45500000,2
15,22.0,160.0,18.0,55.75806800000001,37.419117,47000000,5
4,20.0,154.0,36.0,55.747323,37.396371,48059200,2
4,17.0,163.0,40.0,55.747323,37.396371,47862290,5
6,24.0,160.0,40.0,55.674352,37.477777,47950000,2
5,33.0,152.0,18.0,55.723237,37.527903,47917583,2
4,20.0,160.0,20.0,55.747323,37.396371,47700000,5
5,53.0,152.0,12.0,55.723237,37.527903,48300000,5
22,35.0,162.0,18.0,55.756786,37.418362,48900000,5
2,24.0,153.3,16.5,55.717847,37.512191,50000000,5
6,7.0,156.5,10.0,55.743325,37.542392,50000000,1
10,23.0,159.0,21.2,55.715525,37.477103,51000000,5
19,35.0,162.0,22.0,55.756786,37.418362,52000000,5
15,23.0,152.0,17.0,55.714688,37.475845,52450000,2
27,38.0,188.0,24.0,55.714876,37.504636,65000000,2
26,44.0,198.0,10.0,55.72746,37.479977000000005,63000000,5
3,20.0,171.0,35.0,55.747323,37.396371,48900000,5
2,19.0,194.0,38.0,55.696534,37.499408,44900000,5
14,43.0,195.0,15.0,55.72746,37.479977000000005,54000000,5
4,22.0,196.0,35.0,55.715728000000006,37.508005,58000000,5
13,39.0,195.0,25.0,55.716037,37.503998,66000000,2
12,16.0,188.0,20.0,55.727693,37.535359,122500000,5
12,15.0,180.8,22.0,55.735829,37.439086,49900000,5
19,47.0,186.0,60.0,55.714876,37.504636,72000000,2
8,17.0,190.0,30.0,55.715728000000006,37.508005,75000000,2
24,32.0,179.0,18.0,55.719313,37.478019,82500000,2
15,43.0,185.0,20.0,55.714404,37.505517,61900000,2
26,43.0,198.0,20.0,55.72746,37.479977000000005,62999000,5
10,15.0,170.0,15.0,55.758266000000006,37.400432,33500000,4
2,16.0,197.0,25.0,55.715728000000006,37.508005,58000000,2
20,50.0,185.0,25.0,55.714876,37.504636,72000000,5
12,15.0,170.0,20.0,55.702307,37.515093,74900000,5
24,24.0,170.0,20.0,55.721772,37.398383,31500000,1
9,29.0,176.0,21.0,55.667731,37.512119,42000000,2
22,23.0,170.0,20.0,55.705635,37.507169,48500000,5
5,10.0,174.6,16.6,55.676996,37.48526,51993000,2
14,43.0,194.4,21.0,55.72746,37.479977000000005,55000000,5
21,22.0,170.0,25.0,55.655163,37.47315,56000000,5
13,43.0,190.0,19.0,55.72746,37.479977000000005,65000000,2
10,18.0,173.0,50.0,55.740771,37.550944,66300000,5
10,18.0,173.0,50.0,55.740771,37.550944,66300000,5
6,22.0,190.0,25.0,55.715383,37.50734,71900000,5
3,20.0,186.0,15.0,55.715728000000006,37.508005,73000000,2
12,15.0,170.0,20.0,55.702307,37.515093,74900000,5
33,37.0,177.0,70.0,55.652999,37.47174,78000000,5
13,18.0,170.0,30.0,55.740771,37.550944,82000000,5
5,43.0,186.0,30.0,55.715728000000006,37.508005,84000000,5
18,33.0,197.0,20.0,55.718973,37.478908,85000000,2
5,22.0,172.0,15.0,55.711661,37.498564,85000000,2
15,19.0,184.0,10.0,55.692008,37.530939,89000000,5
15,22.0,182.0,17.0,55.692008,37.530939,90000000,2
4,20.0,193.0,18.0,55.679016,37.500621,97000000,5
10,12.0,197.0,25.0,55.747672,37.560655,145000000,2
2,13.0,180.0,10.0,55.727693,37.535359,172000000,5
7,30.0,180.0,20.0,55.666675,37.510511,52000000,5
13,43.0,190.0,19.0,55.72746,37.479977000000005,65000000,2
15,20.0,192.0,20.0,55.751867,37.416871,80000000,2
2,22.0,182.2,14.0,55.71304,37.500953,30000000,5
4,21.0,175.0,20.0,55.655209,37.475935,41500000,2
5,26.0,181.1,6.6,55.743512,37.422099,42000000,5
3,26.0,181.1,6.6,55.743512,37.422099,50500000,5
2,16.0,196.0,24.0,55.716215000000005,37.508535,62500000,2
34,50.0,185.9,18.0,55.714876,37.504636,65000000,5
4,5.0,170.0,20.0,55.718872,37.499893,65000000,2
25,43.0,189.6,21.0,55.72746,37.479977000000005,69000000,5
13,43.0,189.1,19.0,55.72746,37.479977000000005,70000000,5
14,19.0,186.0,20.0,55.692008,37.530939,72900000,5
19,22.0,171.0,12.5,55.655163,37.47315,75000000,1
12,15.0,170.0,20.0,55.702307,37.515093,74900000,5
15,30.0,170.0,20.0,55.652659,37.475513,80000000,5
7,16.0,195.0,18.0,55.712766,37.528064,85000000,5
34,36.0,177.0,15.0,55.652999,37.47174,85000000,3
5,38.0,170.0,23.0,55.714876,37.504636,85000000,5
18,19.0,190.6,26.4,55.692008,37.530939,91600000,5
7,16.0,197.0,20.0,55.712766,37.528064,92149199,2
33,43.0,196.2,21.0,55.72746,37.479977000000005,98511040,5
8,43.0,179.4,18.0,55.72746,37.479977000000005,101364119,5
24,31.0,184.0,20.0,55.718973,37.478908,108669991,2
31,50.0,187.9,25.0,55.714404,37.505517,111000000,5
10,18.0,173.0,50.0,55.740771,37.550944,66350000,5
13,36.0,191.2,20.0,55.716037,37.503998,68000000,5
7,16.0,195.0,24.9,55.712766,37.528064,85000000,5
2,10.0,196.0,20.0,55.734354,37.446866,86770001,5
2,19.0,174.0,20.0,55.692008,37.530939,104400000,5
4,17.0,197.0,15.0,55.714039,37.524624,130000000,5
24,24.0,170.0,24.4,55.721772,37.398383,31500000,5
10,15.0,170.0,16.0,55.758266000000006,37.400432,33000000,2
10,15.0,170.0,45.0,55.758266000000006,37.400432,33000000,5
10,15.0,170.0,16.0,55.758266000000006,37.400432,33600000,5
13,23.0,170.0,20.0,55.715525,37.477103,35000000,2
16,19.0,175.0,20.0,55.685543,37.489562,40000000,5
16,16.0,195.2,15.5,55.668823,37.450351,39970000,2
16,26.0,186.0,18.0,55.724271,37.44691,43000000,2
17,17.0,180.0,40.0,55.667279,37.456675,43900000,1
18,18.0,190.0,21.0,55.731647,37.417571,46500000,2
16,16.0,184.0,20.0,55.682204000000006,37.484927,47800000,5
10,30.0,177.1,22.0,55.667731,37.512119,49000000,5
9,23.0,191.2,20.0,55.715525,37.477103,51000000,5
5,10.0,174.6,16.6,55.676996,37.48526,52000000,2
19,26.0,196.0,20.0,55.724271,37.44691,52000000,2
4,21.0,170.0,58.0,55.712127,37.499390000000005,53000000,2
2,9.0,180.0,25.0,55.710484,37.470743,53000000,1
9,26.0,178.0,16.8,55.717847,37.512191,54200000,5
3,22.0,170.0,20.0,55.712127,37.499390000000005,53900000,2
14,44.0,195.0,20.0,55.72746,37.479977000000005,55000000,5
8,23.0,170.0,18.0,55.715525,37.477103,55000000,2
17,18.0,180.14,13.3,55.747323,37.396371,55000000,5
12,26.0,196.0,20.0,55.724271,37.44691,54900000,2
8,23.0,170.0,25.0,55.715525,37.477103,54990000,5
14,21.0,180.0,30.0,55.655209,37.475935,56200000,2
17,21.0,178.0,20.0,55.655209,37.475935,56500000,5
14,16.0,173.0,15.0,55.711661,37.498564,57500000,2
2,23.0,196.0,35.0,55.715728000000006,37.508005,58000000,2
19,30.0,181.0,20.0,55.66989399999999,37.515371,58500000,2
19,30.0,181.0,20.0,55.66989399999999,37.515371,58500000,5
19,30.0,181.0,16.0,55.66989399999999,37.515371,58500000,5
8,13.0,175.1,17.8,55.670884,37.515218,59000000,5
24,30.0,186.0,15.0,55.66989399999999,37.515371,59000000,5
16,30.0,194.0,21.1,55.670823,37.51688,59900000,5
14,22.0,187.0,19.0,55.71304,37.500953,60000000,2
10,18.0,180.0,30.0,55.705488,37.493308,59990000,5
4,20.0,196.0,30.0,55.716215000000005,37.508535,61000000,5
4,17.0,194.0,25.0,55.716215000000005,37.508535,60818471,2
2,24.0,194.0,35.0,55.716215000000005,37.508535,62000000,5
6,16.0,192.0,18.0,55.711661,37.498564,62000000,2
26,43.0,198.0,20.0,55.72746,37.479977000000005,63000000,5
7,53.0,239.0,26.0,55.723237,37.527903,120000000,5
36,50.0,240.0,28.7,55.723237,37.527903,94980000,2
6,22.0,250.0,58.0,55.722553000000005,37.411616,46900000,5
8,9.0,215.0,40.0,55.747323,37.396371,53900000,5
12,21.0,200.0,12.0,55.655209,37.475935,55000000,5
2,18.0,224.0,25.0,55.740771,37.550944,56000000,5
12,25.0,200.0,30.0,55.724271,37.44691,55000000,5
11,16.0,210.0,20.0,55.7166,37.50902,79900000,2
8,9.0,200.0,21.9,55.710484,37.470743,85000000,1
12,21.0,203.0,12.0,55.655209,37.475935,55000000,5
14,33.0,200.0,18.0,55.663527,37.48685,60000000,5
8,25.0,223.0,43.0,55.709257,37.470006,59500000,5
20,39.0,210.0,20.3,55.716037,37.503998,79890000,5
15,35.0,239.4,20.0,55.652903,37.473033,89900000,5
23,23.0,250.05,100.0,55.73859100000001,37.490326,175000000,2
4,26.0,210.0,20.0,55.724271,37.44691,56600000,2
7,8.0,202.8,34.4,55.811842000000006,37.375440000000005,58000000,2
6,23.0,215.0,16.0,55.714688,37.475845,75000000,2
2,7.0,220.0,20.0,55.736265,37.456585,85000000,1
3,3.0,268.0,35.0,55.768694,37.397728,95000000,5
28,31.0,215.0,60.0,55.718973,37.478908,135452680,5
12,26.0,200.0,20.0,55.724271,37.44691,54900000,5
24,25.0,210.0,12.6,55.721949,37.426977,58500000,5
22,22.0,235.5,20.8,55.743578,37.418434000000005,62000000,5
1,5.0,201.0,24.0,55.718872,37.499893,63000000,2
14,25.0,260.0,21.0,55.724271,37.44691,65000000,5
3,9.0,202.0,25.0,55.682031,37.492949,65000000,1
27,31.0,207.0,20.0,55.718248,37.477175,70000000,5
8,53.0,230.8,23.3,55.723237,37.527903,75000000,5
16,17.0,250.0,30.0,55.712127,37.499390000000005,75000000,5
14,35.0,212.6,19.0,55.72746,37.479977000000005,79800000,5
7,7.0,200.0,28.0,55.770583,37.397404,80000000,5
33,35.0,220.0,20.0,55.652903,37.473033,84200000,5
17,39.0,228.0,25.0,55.716037,37.503998,89000000,2
22,35.0,256.0,20.0,55.652903,37.473033,94000000,5
3,12.0,277.0,20.0,55.652197,37.473042,96500000,5
13,23.0,262.2,16.2,55.73859100000001,37.490326,100000000,5
2,4.0,258.0,18.0,55.76837,37.39691,100000000,2
6,14.0,245.0,25.0,55.7166,37.50902,105000000,5
35,39.0,246.0,36.0,55.716037,37.503998,120000000,2
13,18.0,240.0,20.0,55.740771,37.550944,119793959,5
5,7.0,222.2,13.0,55.717863,37.442015000000005,129911930,2
5,31.0,222.2,28.0,55.71883100000001,37.477624,132000000,5
7,53.0,233.0,20.5,55.723237,37.527903,136749400,2
24,33.0,227.5,20.0,55.652796,37.474192,143000000,5
6,7.0,220.0,23.0,55.68084399999999,37.45186,34600000,1
19,22.0,203.0,25.0,55.736042000000005,37.4319,48500000,5
11,18.0,228.2,13.0,55.697975,37.505274,49990000,3
12,15.0,202.2,11.0,55.655209,37.475935,58500000,2
14,15.0,225.0,35.0,55.740771,37.550944,70000000,2
7,24.0,220.0,20.0,55.689238,37.487901,75000000,5
32,43.0,267.2,25.0,55.72746,37.479977000000005,80000000,5
25,39.0,205.0,25.0,55.716037,37.503998,82000000,5
33,35.0,220.0,20.0,55.652903,37.473033,84200000,5
4,10.0,225.0,18.0,55.747323,37.396371,87000000,1
5,14.0,222.0,20.1,55.746507,37.427749,87000000,5
34,37.0,220.0,25.0,55.652999,37.47174,89000000,5
32,35.0,240.0,20.0,55.652903,37.473033,90000000,5
14,17.0,202.0,16.0,55.699903000000006,37.500764,94990000,5
7,14.0,225.0,23.5,55.7166,37.50902,97000000,2
15,37.0,240.0,20.0,55.652999,37.47174,97800000,5
9,9.0,220.0,20.0,55.734354,37.446866,98000000,5
10,10.0,290.0,44.8,55.74878199999999,37.422988,98000000,5
5,6.0,240.0,20.0,55.768061,37.398779,100000000,5
6,7.0,230.0,26.0,55.718872,37.499893,108000000,2
16,19.0,271.0,35.0,55.693591000000005,37.532439,114000000,5
2,47.0,200.0,20.0,55.7166,37.50902,115000000,5
35,39.0,246.0,36.0,55.716037,37.503998,120000000,2
28,43.0,217.9,25.0,55.72746,37.479977000000005,120000000,5
7,53.0,233.1,30.0,55.723237,37.527903,120000000,5
46,53.0,256.0,26.0,55.723237,37.527903,122865599,5
5,7.0,255.0,20.0,55.769378,37.396416,165000000,5
11,16.0,227.0,50.0,55.712766,37.528064,118500000,5
9,35.0,207.0,17.0,55.72746,37.479977000000005,99950000,5
6,16.0,218.0,22.0,55.716215000000005,37.508535,84900000,2
19,26.0,240.0,20.0,55.724271,37.44691,45900000,5
12,16.0,299.0,56.0,55.712766,37.528064,136900001,5
25,27.0,200.3,25.0,55.673199,37.454932,44400000,5
12,26.0,225.0,18.0,55.724271,37.44691,44900000,2
4,26.0,220.0,20.0,55.724271,37.44691,45000000,2
4,26.0,220.0,35.0,55.724271,37.44691,45000000,5
4,10.0,238.0,23.0,55.716782,37.441871,45900000,5
3,19.0,202.0,18.0,55.696534,37.499408,46000000,1
19,26.0,240.0,20.0,55.724271,37.44691,45900000,2
5,17.0,215.0,50.0,55.696534,37.507124,47900000,3
25,26.0,256.0,23.7,55.673199,37.454932,48000000,5
24,26.0,225.0,20.0,55.724271,37.44691,49000000,2
3,26.0,214.0,35.0,55.724271,37.44691,50000000,2
1,6.0,206.2,15.0,55.770583,37.397404,53900000,1
12,26.0,205.0,18.0,55.724271,37.44691,54000000,2
21,25.0,237.0,21.0,55.724271,37.44691,55900000,5
20,20.0,260.0,25.0,55.747323,37.396371,56000000,5
2,18.0,224.5,8.6,55.740771,37.550944,56000000,5
17,22.0,202.0,40.0,55.72709,37.524201,57500000,2
6,8.0,220.0,23.0,55.716782,37.441871,58000000,5
18,25.0,232.0,20.0,55.724271,37.44691,58361159,5
8,33.0,204.5,20.0,55.663527,37.48685,58500000,5
24,25.0,210.0,12.6,55.721949,37.426977,58500000,5
2,19.0,200.0,29.0,55.715728000000006,37.508005,58361159,2
5,26.0,200.0,20.0,55.724271,37.44691,58900000,2
3,28.0,220.0,30.0,55.718943,37.415011,59000000,5
14,26.0,270.0,20.0,55.724271,37.44691,59000000,2
6,8.0,220.0,23.0,55.716782,37.441871,59990000,5
13,26.0,240.0,20.0,55.724271,37.44691,59900000,2
6,7.0,237.0,20.0,55.733802,37.438906,60000000,2
18,26.0,232.0,50.0,55.724271,37.44691,61569400,2
28,30.0,200.0,20.0,55.667731,37.512119,61569400,2
11,15.0,206.4,16.8,55.715479,37.479034000000006,61423814,2
19,20.0,270.0,17.0,55.747323,37.396371,62000000,5
11,24.0,208.0,23.0,55.715479,37.479034000000006,61900000,5
1,7.0,201.0,24.0,55.718872,37.499893,63000000,2
24,24.0,220.0,80.0,55.721949,37.426977,62500000,5
2,26.0,260.0,20.0,55.724271,37.44691,64990000,2
14,25.0,260.0,21.0,55.724271,37.44691,65000000,2
9,9.0,230.0,18.0,55.745681000000005,37.394709000000006,64900000,5
3,15.0,232.0,40.0,55.720798,37.444099,69000000,1
14,26.0,260.0,20.0,55.724271,37.44691,69000000,2
7,22.0,208.0,13.0,55.655163,37.47315,68700000,5
8,10.0,228.5,18.0,55.74827,37.424713,69000000,5
17,17.0,327.0,16.0,55.714039,37.524624,198286630,2
25,25.0,377.4,40.0,55.760302,37.419197,74250000,2
8,9.0,364.0,30.0,55.714891,37.477399,135152159,2
5,6.0,346.0,42.8,55.71515,37.480022,185000000,2
17,17.0,327.0,16.0,55.714039,37.524624,204440353,2
9,10.0,324.0,18.0,55.74827,37.424713,110579039,5
1,7.0,376.6,23.0,55.769378,37.396416,139000000,2
6,7.0,397.0,17.0,55.718872,37.499893,170000000,5
3,6.0,340.0,25.0,55.735824,37.448015000000005,365525159,2
10,10.0,331.0,50.0,55.738074,37.564446,34000000,6
16,16.0,304.0,25.6,55.738201,37.492015,66000000,5
6,7.0,330.0,20.0,55.733802,37.438906,70000000,2
17,20.0,347.0,25.0,55.696534,37.499408,99000000,2
17,18.0,319.0,20.0,55.696534,37.499408,99000000,5
15,18.0,365.0,30.0,55.740771,37.550944,110579039,2
6,7.0,345.0,23.1,55.717863,37.442015000000005,120000000,5
10,10.0,364.0,30.0,55.714186,37.477031,122865599,2
21,21.0,370.0,25.0,55.712127,37.499390000000005,150000000,1
44,53.0,356.0,24.5,55.723237,37.527903,160000000,5
4,4.0,386.7,23.0,55.760342,37.449623,162000000,5
23,23.0,300.0,20.0,55.714688,37.475845,169000000,2
7,7.0,335.0,30.0,55.714957,37.480867,170000000,2
4,4.0,372.0,40.0,55.759299,37.451025,184298399,2
4,5.0,395.0,40.0,55.759618,37.4493,205799879,2
2,3.0,330.0,40.0,55.71304,37.500953,220000000,5
19,19.0,328.0,30.0,55.713162,37.502336,220000000,2
4,4.0,360.0,30.0,55.758954,37.448761,221649840,5
14,17.0,375.0,27.0,55.716215000000005,37.508535,227301359,5
12,16.0,374.8,28.0,55.716215000000005,37.508535,227301359,5
5,25.0,360.0,30.0,55.710484,37.470743,252434540,2
1,6.0,324.0,15.0,55.71515,37.480022,258591480,2
6,12.0,337.4,22.9,55.716848,37.508023,295000000,5
1,7.0,320.0,25.0,55.714957,37.480867,325593839,2
3,6.0,340.0,18.0,55.735824,37.448015000000005,368800706,2
14,15.0,338.0,40.0,55.723263,37.412128,65000000,5
4,7.0,312.0,18.0,55.718872,37.499893,80000000,5
21,22.0,376.0,60.0,55.746122,37.405094,89999000,5
17,19.0,345.0,25.0,55.696534,37.499408,99000000,2
12,53.0,300.0,25.0,55.723237,37.527903,135000000,2
3,7.0,324.8,25.0,55.718872,37.499893,140000000,2
2,4.0,320.0,24.0,55.759618,37.4493,145000000,2
21,21.0,350.0,25.0,55.712127,37.499390000000005,150000000,2
1,5.0,385.0,20.0,55.717026,37.500908,153581999,5
16,17.0,327.3,16.0,55.714039,37.524624,201705365,2
1,3.0,300.0,25.0,55.768101,37.397593,202728239,1
36,37.0,418.0,20.0,55.652999,37.47174,77900000,5
3,5.0,407.0,50.0,55.718872,37.499893,144000000,1
4,4.0,400.0,40.0,55.759299,37.451025,184298399,5
16,17.0,419.8,24.0,55.695195,37.530229,460745999,2
32,33.0,473.4,20.0,55.652796,37.474192,580000000,5
17,19.0,485.2,17.0,55.692008,37.530939,174000000,5
18,19.0,485.0,50.0,55.693591000000005,37.532439,185000000,2
12,19.0,454.0,18.0,55.692008,37.530939,188900000,5
31,31.0,400.0,30.0,55.652659,37.475513,80678268,5
36,37.0,430.0,40.0,55.652999,37.47174,105000000,5
36,37.0,450.0,40.0,55.652999,37.47174,110000000,5
17,17.0,485.0,50.0,55.695195,37.530229,187786670,2
6,32.0,496.0,50.0,55.666675,37.510511,215014799,2
5,5.0,416.0,37.0,55.758954,37.448761,233000000,5
36,37.0,470.0,50.0,55.652999,37.47174,240500000,5
30,31.0,419.3,22.0,55.719313,37.478019,301020719,2
6,6.0,475.0,30.0,55.706086,37.549705,304267415,5
30,31.0,425.0,20.0,55.71883100000001,37.477624,460745999,5
34,44.0,410.0,40.0,55.72746,37.479977000000005,491462399,5
6,7.0,400.0,24.0,55.718872,37.499893,186000000,2
1,3.0,480.0,23.0,55.710063,37.468389,215014799,1
30,31.0,400.0,55.0,55.71883100000001,37.477624,282590879,2
6,6.0,475.0,25.0,55.706086,37.549705,328198560,2
7,9.0,486.0,25.0,55.71515,37.480022,350000000,2
28,35.0,473.0,30.0,55.652903,37.473033,570000000,5
16,17.0,418.0,24.1,55.695195,37.530229,460745999,5
3,5.0,18.0,3.0,55.783524,37.467096000000005,5500000,1
7,9.0,24.0,3.0,55.760494,37.518551,7100000,5
1,5.0,23.5,3.0,55.77792,37.489356,5600000,1
9,9.0,24.2,6.0,55.86252,37.429824,5990000,3
16,25.0,27.0,4.0,55.842464,37.373302,5400000,5
6,12.0,28.9,5.2,55.827788,37.350404,5200000,3
4,4.0,29.5,5.6,55.83801999999999,37.436229,3400000,1
3,4.0,29.5,5.8,55.83801999999999,37.436229,3540000,1
22,25.0,29.0,4.0,55.842464,37.373302,5750000,5
23,24.0,29.0,8.0,55.842464,37.373302,5800000,5
11,25.0,29.8,5.0,55.842464,37.373302,6300000,5
21,25.0,26.5,4.0,55.847664,37.370643,7140000,3
16,19.0,28.0,8.5,55.774983,37.470554,7999900,2
5,21.0,29.0,7.0,55.791162,37.470446,6230000,5
4,5.0,28.0,6.0,55.841781000000005,37.463305,6500000,1
9,13.0,25.0,5.0,55.785685,37.492536,6700000,2
6,21.0,29.0,5.5,55.775041,37.470539,8120000,2
4,8.0,31.0,6.5,55.798308,37.465874,7500000,1
19,25.0,32.0,8.0,55.86268100000001,37.372440000000005,6400000,1
4,5.0,30.0,5.6,55.791648,37.48764,7090000,1
1,9.0,32.0,6.0,55.846376,37.424893,6200000,3
9,9.0,32.0,6.0,55.776335,37.496605,6600000,3
21,25.0,30.5,8.3,55.86428299999999,37.372404,5400000,3
19,25.0,32.0,8.0,55.86268100000001,37.372440000000005,6400000,5
6,25.0,32.0,8.2,55.860746,37.372431,6700000,3
5,9.0,32.4,6.5,55.81134599999999,37.405247,7000000,3
2,9.0,30.2,6.0,55.848028,37.427776,7300000,1
1,5.0,30.6,5.5,55.781595,37.46317,7300000,3
1,9.0,32.0,6.4,55.803651,37.469773,7500000,3
3,9.0,31.5,5.2,55.784881000000006,37.473357,7900000,4
7,21.0,32.2,13.0,55.774983,37.470554,11400000,5
5,5.0,31.0,6.0,55.852738,37.410636,6000000,3
1,9.0,31.6,6.0,55.846376,37.424893,6100000,3
1,5.0,32.3,5.5,55.795535,37.460367,6500000,4
3,5.0,31.0,6.0,55.825618000000006,37.433948,7500000,1
